Group,Category,X,Y,AverageSize,AverageDeviation,PlaneSize
15,mutant_arm,12.8,-3.93,59.72612317,15.148,2653.3314
15,mutant_arm,23.8,-6.16,59.72612317,15.148,2653.3314
15,mutant_arm,34.7,-12,59.72612317,15.148,2653.3314
15,mutant_arm,40,-4.18,59.72612317,15.148,2653.3314
15,mutant_arm,44.4,2.65,59.72612317,15.148,2653.3314
15,mutant_arm,43.2,8.81,59.72612317,15.148,2653.3314
15,mutant_arm,35.2,11.1,59.72612317,15.148,2653.3314
15,mutant_arm,30.2,13.6,59.72612317,15.148,2653.3314
15,mutant_arm,19.9,15.1,59.72612317,15.148,2653.3314
15,mutant_arm,24.9,2.66,59.72612317,15.148,2653.3314
15,mutant_arm,13.1,6.19,59.72612317,15.148,2653.3314
15,mutant_arm,4.97,3.98,59.72612317,15.148,2653.3314
15,mutant_arm,4.5,11.3,59.72612317,15.148,2653.3314
15,mutant_arm,6.97,17.3,59.72612317,15.148,2653.3314
16,mutant_arm,-2.24,16.5,48.97124375,7.512,2116.41495
16,mutant_arm,-1.09,8.9,48.97124375,7.512,2116.41495
16,mutant_arm,-12.8,8.26,48.97124375,7.512,2116.41495
16,mutant_arm,-12.1,15.6,48.97124375,7.512,2116.41495
16,mutant_arm,-22.1,14.6,48.97124375,7.512,2116.41495
16,mutant_arm,-27.3,11.3,48.97124375,7.512,2116.41495
16,mutant_arm,-21.8,5.35,48.97124375,7.512,2116.41495
16,mutant_arm,-30.6,0.415,48.97124375,7.512,2116.41495
16,mutant_arm,-18.6,-2.53,48.97124375,7.512,2116.41495
16,mutant_arm,-24.4,-9.56,48.97124375,7.512,2116.41495
16,mutant_arm,-19.2,-15.8,48.97124375,7.512,2116.41495
16,mutant_arm,-11.7,-5.77,48.97124375,7.512,2116.41495
16,mutant_arm,-10,-15.4,48.97124375,7.512,2116.41495
16,mutant_arm,-1.32,-15.6,48.97124375,7.512,2116.41495
16,mutant_arm,0.613,-5.58,48.97124375,7.512,2116.41495
16,mutant_arm,6.28,-15.4,48.97124375,7.512,2116.41495
16,mutant_arm,11.9,-11.7,48.97124375,7.512,2116.41495
16,mutant_arm,18.7,-16.8,48.97124375,7.512,2116.41495
16,mutant_arm,22.9,-11.4,48.97124375,7.512,2116.41495
16,mutant_arm,21.7,-4.52,48.97124375,7.512,2116.41495
16,mutant_arm,15,-2.37,48.97124375,7.512,2116.41495
16,mutant_arm,29.1,-1.97,48.97124375,7.512,2116.41495
16,mutant_arm,27.4,5.95,48.97124375,7.512,2116.41495
16,mutant_arm,17.2,8.47,48.97124375,7.512,2116.41495
16,mutant_arm,21.9,14.2,48.97124375,7.512,2116.41495
16,mutant_arm,14.5,16.4,48.97124375,7.512,2116.41495
16,mutant_arm,6.48,12.9,48.97124375,7.512,2116.41495
16,mutant_arm,6.34,17.7,48.97124375,7.512,2116.41495
17,mutant_arm,-1.66,20.7,47.60936033,5.51,2675.8295
17,mutant_arm,-8.36,20.1,47.60936033,5.51,2675.8295
17,mutant_arm,-8.12,8.26,47.60936033,5.51,2675.8295
17,mutant_arm,-10.7,14,47.60936033,5.51,2675.8295
17,mutant_arm,-18.6,21.4,47.60936033,5.51,2675.8295
17,mutant_arm,-21.4,14,47.60936033,5.51,2675.8295
17,mutant_arm,-26.9,19.9,47.60936033,5.51,2675.8295
17,mutant_arm,-29.6,14.3,47.60936033,5.51,2675.8295
17,mutant_arm,-34.7,5.73,47.60936033,5.51,2675.8295
17,mutant_arm,-34,-0.674,47.60936033,5.51,2675.8295
17,mutant_arm,-22.4,-0.169,47.60936033,5.51,2675.8295
17,mutant_arm,-19.9,-5.73,47.60936033,5.51,2675.8295
17,mutant_arm,-30.1,-9.95,47.60936033,5.51,2675.8295
17,mutant_arm,-23.5,-14.3,47.60936033,5.51,2675.8295
17,mutant_arm,-14.7,-16.4,47.60936033,5.51,2675.8295
17,mutant_arm,-7.21,-19,47.60936033,5.51,2675.8295
17,mutant_arm,-8.54,-10.3,47.60936033,5.51,2675.8295
17,mutant_arm,-0.623,-16,47.60936033,5.51,2675.8295
17,mutant_arm,8.39,-18.9,47.60936033,5.51,2675.8295
17,mutant_arm,7.04,-10.6,47.60936033,5.51,2675.8295
17,mutant_arm,1.57,-2.87,47.60936033,5.51,2675.8295
17,mutant_arm,16.5,-15.8,47.60936033,5.51,2675.8295
17,mutant_arm,22.7,-16.9,47.60936033,5.51,2675.8295
17,mutant_arm,21.3,-8.26,47.60936033,5.51,2675.8295
17,mutant_arm,32.4,-10.3,47.60936033,5.51,2675.8295
17,mutant_arm,34.2,-0.506,47.60936033,5.51,2675.8295
17,mutant_arm,24.1,1.69,47.60936033,5.51,2675.8295
17,mutant_arm,33,7.08,47.60936033,5.51,2675.8295
17,mutant_arm,29,14,47.60936033,5.51,2675.8295
17,mutant_arm,23.6,16.5,47.60936033,5.51,2675.8295
17,mutant_arm,14.7,9.78,47.60936033,5.51,2675.8295
17,mutant_arm,7.46,7.42,47.60936033,5.51,2675.8295
17,mutant_arm,15.2,17.9,47.60936033,5.51,2675.8295
17,mutant_arm,8.6,19.9,47.60936033,5.51,2675.8295
17,mutant_arm,1.98,15.2,47.60936033,5.51,2675.8295
17,mutant_arm,23.9,13,47.60936033,5.51,2675.8295
17,mutant_arm,-1.77,-6.41,47.60936033,5.51,2675.8295
18,mutant_arm,-1.04,20,48.041372,4.612,2593.4202
18,mutant_arm,-8.32,17.8,48.041372,4.612,2593.4202
18,mutant_arm,-8.15,6.09,48.041372,4.612,2593.4202
18,mutant_arm,-15.8,14.3,48.041372,4.612,2593.4202
18,mutant_arm,-21.5,14.9,48.041372,4.612,2593.4202
18,mutant_arm,-29.1,14.9,48.041372,4.612,2593.4202
18,mutant_arm,-34.3,8.17,48.041372,4.612,2593.4202
18,mutant_arm,-19.1,4.16,48.041372,4.612,2593.4202
18,mutant_arm,-12.8,-1.52,48.041372,4.612,2593.4202
18,mutant_arm,-32.9,-10.1,48.041372,4.612,2593.4202
18,mutant_arm,-22.9,-9.52,48.041372,4.612,2593.4202
18,mutant_arm,-25.3,-18.3,48.041372,4.612,2593.4202
18,mutant_arm,-15.6,-14.2,48.041372,4.612,2593.4202
18,mutant_arm,-10.6,-18.8,48.041372,4.612,2593.4202
18,mutant_arm,-7.46,-7.52,48.041372,4.612,2593.4202
18,mutant_arm,-2.43,-12.6,48.041372,4.612,2593.4202
18,mutant_arm,1.21,-19.1,48.041372,4.612,2593.4202
18,mutant_arm,14.6,-19.3,48.041372,4.612,2593.4202
18,mutant_arm,2.08,-6.05,48.041372,4.612,2593.4202
18,mutant_arm,11.1,-7.74,48.041372,4.612,2593.4202
18,mutant_arm,18,-11,48.041372,4.612,2593.4202
18,mutant_arm,30,-15.8,48.041372,4.612,2593.4202
18,mutant_arm,36.8,-8.71,48.041372,4.612,2593.4202
18,mutant_arm,36.6,1.38,48.041372,4.612,2593.4202
18,mutant_arm,25.7,-1.64,48.041372,4.612,2593.4202
18,mutant_arm,28.1,9.6,48.041372,4.612,2593.4202
18,mutant_arm,18.7,10.8,48.041372,4.612,2593.4202
18,mutant_arm,19.1,4.75,48.041372,4.612,2593.4202
18,mutant_arm,12,2.32,48.041372,4.612,2593.4202
18,mutant_arm,4.68,2.01,48.041372,4.612,2593.4202
18,mutant_arm,4.16,11.9,48.041372,4.612,2593.4202
18,mutant_arm,9.71,17.1,48.041372,4.612,2593.4202
19,mutant_arm,-9.59,26.2,60.723675,7.822,4943.92215
19,mutant_arm,-13,12.5,60.723675,7.822,4943.92215
19,mutant_arm,-21.1,24.9,60.723675,7.822,4943.92215
19,mutant_arm,-33.3,25,60.723675,7.822,4943.92215
19,mutant_arm,-40.6,14.8,60.723675,7.822,4943.92215
19,mutant_arm,-30.2,11.7,60.723675,7.822,4943.92215
19,mutant_arm,-41.9,4.49,60.723675,7.822,4943.92215
19,mutant_arm,-18.5,4.97,60.723675,7.822,4943.92215
19,mutant_arm,-10.1,2.18,60.723675,7.822,4943.92215
19,mutant_arm,-14.7,-8.31,60.723675,7.822,4943.92215
19,mutant_arm,-26.2,-3.28,60.723675,7.822,4943.92215
19,mutant_arm,-39.5,-6.33,60.723675,7.822,4943.92215
19,mutant_arm,-36.3,-15.7,60.723675,7.822,4943.92215
19,mutant_arm,-24.7,-17.3,60.723675,7.822,4943.92215
19,mutant_arm,-18.3,-27.7,60.723675,7.822,4943.92215
19,mutant_arm,-5.99,-32.4,60.723675,7.822,4943.92215
19,mutant_arm,-3.88,-20.9,60.723675,7.822,4943.92215
19,mutant_arm,16.1,-27.8,60.723675,7.822,4943.92215
19,mutant_arm,7.95,-32.4,60.723675,7.822,4943.92215
19,mutant_arm,9.07,-20.8,60.723675,7.822,4943.92215
19,mutant_arm,6.48,-16.1,60.723675,7.822,4943.92215
19,mutant_arm,18.4,-9.65,60.723675,7.822,4943.92215
19,mutant_arm,30.3,-19.6,60.723675,7.822,4943.92215
19,mutant_arm,28.5,-29.1,60.723675,7.822,4943.92215
19,mutant_arm,38.1,-16.5,60.723675,7.822,4943.92215
19,mutant_arm,41.3,-8.92,60.723675,7.822,4943.92215
19,mutant_arm,42.6,0.383,60.723675,7.822,4943.92215
19,mutant_arm,15.2,0.19,60.723675,7.822,4943.92215
19,mutant_arm,24.9,5.73,60.723675,7.822,4943.92215
19,mutant_arm,36.7,9.03,60.723675,7.822,4943.92215
19,mutant_arm,31.8,11.3,60.723675,7.822,4943.92215
19,mutant_arm,25.8,19.2,60.723675,7.822,4943.92215
19,mutant_arm,15.4,22.8,60.723675,7.822,4943.92215
19,mutant_arm,15.3,12,60.723675,7.822,4943.92215
19,mutant_arm,-1.78,13.6,60.723675,7.822,4943.92215
19,mutant_arm,0.21,21.2,60.723675,7.822,4943.92215
1,mutant_hpo,-5.52,18.7,52.96234075,3.159,1970.20085
1,mutant_hpo,-9.95,15.4,52.96234075,3.159,1970.20085
1,mutant_hpo,-0.259,4.99,52.96234075,3.159,1970.20085
1,mutant_hpo,-9.04,2.33,52.96234075,3.159,1970.20085
1,mutant_hpo,-14.2,11.4,52.96234075,3.159,1970.20085
1,mutant_hpo,-19.5,6.03,52.96234075,3.159,1970.20085
1,mutant_hpo,-22.5,-0.359,52.96234075,3.159,1970.20085
1,mutant_hpo,-23.3,-7.58,52.96234075,3.159,1970.20085
1,mutant_hpo,-20.5,-15.3,52.96234075,3.159,1970.20085
1,mutant_hpo,-10.5,-13.8,52.96234075,3.159,1970.20085
1,mutant_hpo,-10.4,-7.47,52.96234075,3.159,1970.20085
1,mutant_hpo,-3.58,-18.4,52.96234075,3.159,1970.20085
1,mutant_hpo,0.75,-11.7,52.96234075,3.159,1970.20085
1,mutant_hpo,-3.63,-4.32,52.96234075,3.159,1970.20085
1,mutant_hpo,5.2,-7.17,52.96234075,3.159,1970.20085
1,mutant_hpo,9.36,-17.6,52.96234075,3.159,1970.20085
1,mutant_hpo,15.4,-15.2,52.96234075,3.159,1970.20085
1,mutant_hpo,18.9,-9.97,52.96234075,3.159,1970.20085
1,mutant_hpo,24,-7.18,52.96234075,3.159,1970.20085
1,mutant_hpo,18.4,-0.866,52.96234075,3.159,1970.20085
1,mutant_hpo,7.53,-0.101,52.96234075,3.159,1970.20085
1,mutant_hpo,21,3.8,52.96234075,3.159,1970.20085
1,mutant_hpo,25.8,9.85,52.96234075,3.159,1970.20085
1,mutant_hpo,16.6,11,52.96234075,3.159,1970.20085
1,mutant_hpo,19.9,15.8,52.96234075,3.159,1970.20085
1,mutant_hpo,14.4,17.8,52.96234075,3.159,1970.20085
1,mutant_hpo,4.74,20.2,52.96234075,3.159,1970.20085
2,mutant_hpo,-9.75,17.4,55.63315933,6.045,2748.285
2,mutant_hpo,2.82,15.2,55.63315933,6.045,2748.285
2,mutant_hpo,-1.13,5.03,55.63315933,6.045,2748.285
2,mutant_hpo,13.6,14.4,55.63315933,6.045,2748.285
2,mutant_hpo,9.73,8.71,55.63315933,6.045,2748.285
2,mutant_hpo,11.5,1.27,55.63315933,6.045,2748.285
2,mutant_hpo,23.8,4.26,55.63315933,6.045,2748.285
2,mutant_hpo,24.4,11.2,55.63315933,6.045,2748.285
2,mutant_hpo,33.1,6.32,55.63315933,6.045,2748.285
2,mutant_hpo,33.2,-1.49,55.63315933,6.045,2748.285
2,mutant_hpo,41.3,-0.331,55.63315933,6.045,2748.285
2,mutant_hpo,42.5,-6.53,55.63315933,6.045,2748.285
2,mutant_hpo,32.6,-6.65,55.63315933,6.045,2748.285
2,mutant_hpo,39.1,-13.7,55.63315933,6.045,2748.285
2,mutant_hpo,31.8,-16.6,55.63315933,6.045,2748.285
2,mutant_hpo,20,-17.5,55.63315933,6.045,2748.285
2,mutant_hpo,20.2,-7.86,55.63315933,6.045,2748.285
2,mutant_hpo,13.2,-9.37,55.63315933,6.045,2748.285
2,mutant_hpo,5.43,-17.3,55.63315933,6.045,2748.285
2,mutant_hpo,-3.66,-6.55,55.63315933,6.045,2748.285
2,mutant_hpo,-10.2,-16.4,55.63315933,6.045,2748.285
2,mutant_hpo,-15.3,-10.6,55.63315933,6.045,2748.285
2,mutant_hpo,-24.7,-15.3,55.63315933,6.045,2748.285
2,mutant_hpo,-38.1,-10.5,55.63315933,6.045,2748.285
2,mutant_hpo,-24.4,-3.77,55.63315933,6.045,2748.285
2,mutant_hpo,-10.8,-0.948,55.63315933,6.045,2748.285
2,mutant_hpo,-21.7,4.78,55.63315933,6.045,2748.285
2,mutant_hpo,-38.2,0.326,55.63315933,6.045,2748.285
2,mutant_hpo,-31.7,12.1,55.63315933,6.045,2748.285
2,mutant_hpo,-22.2,15.4,55.63315933,6.045,2748.285
3,mutant_hpo,1.68,13,50.99507842,4.286,2241.2535
3,mutant_hpo,4.26,7.55,50.99507842,4.286,2241.2535
3,mutant_hpo,2.29,-0.0745,50.99507842,4.286,2241.2535
3,mutant_hpo,-5.55,5.12,50.99507842,4.286,2241.2535
3,mutant_hpo,-12.7,-0.596,50.99507842,4.286,2241.2535
3,mutant_hpo,-14.6,10,50.99507842,4.286,2241.2535
3,mutant_hpo,-20.4,6.31,50.99507842,4.286,2241.2535
3,mutant_hpo,-31.6,8.72,50.99507842,4.286,2241.2535
3,mutant_hpo,-41.4,3.96,50.99507842,4.286,2241.2535
3,mutant_hpo,-43.8,-0.697,50.99507842,4.286,2241.2535
3,mutant_hpo,-45.3,-7.07,50.99507842,4.286,2241.2535
3,mutant_hpo,-36.6,-10.9,50.99507842,4.286,2241.2535
3,mutant_hpo,-30.2,-12.5,50.99507842,4.286,2241.2535
3,mutant_hpo,-30.5,-5.74,50.99507842,4.286,2241.2535
3,mutant_hpo,-21.5,-3.15,50.99507842,4.286,2241.2535
3,mutant_hpo,-14.7,-8.81,50.99507842,4.286,2241.2535
3,mutant_hpo,-11.1,-13.8,50.99507842,4.286,2241.2535
3,mutant_hpo,-3.47,-11.4,50.99507842,4.286,2241.2535
3,mutant_hpo,1.92,-8.3,50.99507842,4.286,2241.2535
3,mutant_hpo,5.96,-12.7,50.99507842,4.286,2241.2535
3,mutant_hpo,14.5,-7.14,50.99507842,4.286,2241.2535
3,mutant_hpo,17.5,-11.1,50.99507842,4.286,2241.2535
3,mutant_hpo,26.5,-10.6,50.99507842,4.286,2241.2535
3,mutant_hpo,37.6,-9.47,50.99507842,4.286,2241.2535
3,mutant_hpo,42,-6.08,50.99507842,4.286,2241.2535
3,mutant_hpo,31.6,-3.7,50.99507842,4.286,2241.2535
3,mutant_hpo,42.6,-1.9,50.99507842,4.286,2241.2535
3,mutant_hpo,40.4,3.41,50.99507842,4.286,2241.2535
3,mutant_hpo,32.3,1.44,50.99507842,4.286,2241.2535
3,mutant_hpo,33.7,5.94,50.99507842,4.286,2241.2535
3,mutant_hpo,29.8,9.4,50.99507842,4.286,2241.2535
3,mutant_hpo,19.9,13.2,50.99507842,4.286,2241.2535
3,mutant_hpo,11.4,13.9,50.99507842,4.286,2241.2535
3,mutant_hpo,19.1,-2.84,50.99507842,4.286,2241.2535
5,mutant_hpo,-20.9,14.7,63.32203808,4.859,2159.064
5,mutant_hpo,-29,16.1,63.32203808,4.859,2159.064
5,mutant_hpo,-33.4,10.4,63.32203808,4.859,2159.064
5,mutant_hpo,-32.6,3.97,63.32203808,4.859,2159.064
5,mutant_hpo,-17.6,0.724,63.32203808,4.859,2159.064
5,mutant_hpo,-16.8,7.77,63.32203808,4.859,2159.064
5,mutant_hpo,-9.55,4.69,63.32203808,4.859,2159.064
5,mutant_hpo,-8.23,9.9,63.32203808,4.859,2159.064
5,mutant_hpo,0.659,9.73,63.32203808,4.859,2159.064
5,mutant_hpo,0.823,2.98,63.32203808,4.859,2159.064
5,mutant_hpo,9.22,8.02,63.32203808,4.859,2159.064
5,mutant_hpo,16.6,10.3,63.32203808,4.859,2159.064
5,mutant_hpo,13.5,0.631,63.32203808,4.859,2159.064
5,mutant_hpo,26,9.18,63.32203808,4.859,2159.064
5,mutant_hpo,31.3,6.42,63.32203808,4.859,2159.064
5,mutant_hpo,36.7,1.66,63.32203808,4.859,2159.064
5,mutant_hpo,31,-2.31,63.32203808,4.859,2159.064
5,mutant_hpo,21.6,-3.21,63.32203808,4.859,2159.064
5,mutant_hpo,30.6,-8.9,63.32203808,4.859,2159.064
5,mutant_hpo,23.4,-12.9,63.32203808,4.859,2159.064
5,mutant_hpo,15,-12.9,63.32203808,4.859,2159.064
5,mutant_hpo,8.07,-8.06,63.32203808,4.859,2159.064
5,mutant_hpo,6.26,-13.6,63.32203808,4.859,2159.064
5,mutant_hpo,2.31,-16.3,63.32203808,4.859,2159.064
5,mutant_hpo,-2.96,-11.9,63.32203808,4.859,2159.064
5,mutant_hpo,-10.4,-5.72,63.32203808,4.859,2159.064
5,mutant_hpo,-4.12,-16.2,63.32203808,4.859,2159.064
5,mutant_hpo,-12.3,-14.3,63.32203808,4.859,2159.064
5,mutant_hpo,-17.3,-14.2,63.32203808,4.859,2159.064
5,mutant_hpo,-23.5,-12.5,63.32203808,4.859,2159.064
5,mutant_hpo,-30,-9.85,63.32203808,4.859,2159.064
5,mutant_hpo,-34.7,-3.1,63.32203808,4.859,2159.064
6,mutant_hpo,0.932,18.8,52.03040183,3.168,1984.9824
6,mutant_hpo,1.39,12.1,52.03040183,3.168,1984.9824
6,mutant_hpo,1.95,4.02,52.03040183,3.168,1984.9824
6,mutant_hpo,8.09,10.5,52.03040183,3.168,1984.9824
6,mutant_hpo,9.46,17.6,52.03040183,3.168,1984.9824
6,mutant_hpo,12.8,8.69,52.03040183,3.168,1984.9824
6,mutant_hpo,10.1,0.917,52.03040183,3.168,1984.9824
6,mutant_hpo,20.7,9.28,52.03040183,3.168,1984.9824
6,mutant_hpo,21.8,0.366,52.03040183,3.168,1984.9824
6,mutant_hpo,26.1,-3.2,52.03040183,3.168,1984.9824
6,mutant_hpo,24,-11.3,52.03040183,3.168,1984.9824
6,mutant_hpo,21.5,-17.6,52.03040183,3.168,1984.9824
6,mutant_hpo,14.8,-5.26,52.03040183,3.168,1984.9824
6,mutant_hpo,10.9,-11.2,52.03040183,3.168,1984.9824
6,mutant_hpo,11.6,-16.2,52.03040183,3.168,1984.9824
6,mutant_hpo,8.72,-20.5,52.03040183,3.168,1984.9824
6,mutant_hpo,3.83,-3.6,52.03040183,3.168,1984.9824
6,mutant_hpo,0.623,-13.4,52.03040183,3.168,1984.9824
6,mutant_hpo,-3.6,-20.7,52.03040183,3.168,1984.9824
6,mutant_hpo,-4.82,-10.4,52.03040183,3.168,1984.9824
6,mutant_hpo,-6.34,-3.11,52.03040183,3.168,1984.9824
6,mutant_hpo,-13.1,-8.37,52.03040183,3.168,1984.9824
6,mutant_hpo,-13.8,-17.2,52.03040183,3.168,1984.9824
6,mutant_hpo,-21,-15.3,52.03040183,3.168,1984.9824
6,mutant_hpo,-20.2,-10.7,52.03040183,3.168,1984.9824
6,mutant_hpo,-14.9,-3.57,52.03040183,3.168,1984.9824
6,mutant_hpo,-20.3,0.625,52.03040183,3.168,1984.9824
6,mutant_hpo,-7.99,6.11,52.03040183,3.168,1984.9824
6,mutant_hpo,-18.4,7.64,52.03040183,3.168,1984.9824
6,mutant_hpo,-15.8,14.2,52.03040183,3.168,1984.9824
6,mutant_hpo,-11.3,16.8,52.03040183,3.168,1984.9824
6,mutant_hpo,-5.12,18.3,52.03040183,3.168,1984.9824
7,mutant_hpo,-0.954,21,67.77607575,6.346,3257.436
7,mutant_hpo,1.49,29.1,67.77607575,6.346,3257.436
7,mutant_hpo,-11,27.5,67.77607575,6.346,3257.436
7,mutant_hpo,-13.2,21.3,67.77607575,6.346,3257.436
7,mutant_hpo,-17.7,16.4,67.77607575,6.346,3257.436
7,mutant_hpo,-25.7,12.5,67.77607575,6.346,3257.436
7,mutant_hpo,-15,7.91,67.77607575,6.346,3257.436
7,mutant_hpo,-7.71,1.83,67.77607575,6.346,3257.436
7,mutant_hpo,-2.66,-2.79,67.77607575,6.346,3257.436
7,mutant_hpo,-25.8,0.595,67.77607575,6.346,3257.436
7,mutant_hpo,-25.6,-7.47,67.77607575,6.346,3257.436
7,mutant_hpo,-9.13,-7.73,67.77607575,6.346,3257.436
7,mutant_hpo,-26.8,-16,67.77607575,6.346,3257.436
7,mutant_hpo,-12.3,-15,67.77607575,6.346,3257.436
7,mutant_hpo,-19.7,-21.4,67.77607575,6.346,3257.436
7,mutant_hpo,-12.9,-27.7,67.77607575,6.346,3257.436
7,mutant_hpo,-3.86,-27,67.77607575,6.346,3257.436
7,mutant_hpo,8.71,-28.8,67.77607575,6.346,3257.436
7,mutant_hpo,18.4,-24,67.77607575,6.346,3257.436
7,mutant_hpo,7.95,-20.3,67.77607575,6.346,3257.436
7,mutant_hpo,10.7,-13.1,67.77607575,6.346,3257.436
7,mutant_hpo,15.2,-9.41,67.77607575,6.346,3257.436
7,mutant_hpo,27,-17.6,67.77607575,6.346,3257.436
7,mutant_hpo,29,-10.6,67.77607575,6.346,3257.436
7,mutant_hpo,28,-1.01,67.77607575,6.346,3257.436
7,mutant_hpo,12.6,-3.92,67.77607575,6.346,3257.436
7,mutant_hpo,13.3,4.15,67.77607575,6.346,3257.436
7,mutant_hpo,30.2,6.23,67.77607575,6.346,3257.436
7,mutant_hpo,15.8,11.4,67.77607575,6.346,3257.436
7,mutant_hpo,24.7,16.8,67.77607575,6.346,3257.436
7,mutant_hpo,20.1,22.9,67.77607575,6.346,3257.436
7,mutant_hpo,12.3,28.8,67.77607575,6.346,3257.436
8,mutant_hpo,-2.55,15.9,47.94708042,7.642,2023.2904
8,mutant_hpo,-6.36,6.08,47.94708042,7.642,2023.2904
8,mutant_hpo,-12,12.9,47.94708042,7.642,2023.2904
8,mutant_hpo,-16.2,-1.34,47.94708042,7.642,2023.2904
8,mutant_hpo,-25,12.3,47.94708042,7.642,2023.2904
8,mutant_hpo,-30.2,5.19,47.94708042,7.642,2023.2904
8,mutant_hpo,-32.2,-3.26,47.94708042,7.642,2023.2904
8,mutant_hpo,-31.1,-8.16,47.94708042,7.642,2023.2904
8,mutant_hpo,-26.9,-13.6,47.94708042,7.642,2023.2904
8,mutant_hpo,-17.4,-10.8,47.94708042,7.642,2023.2904
8,mutant_hpo,-8.81,-11.6,47.94708042,7.642,2023.2904
8,mutant_hpo,-0.398,-13.6,47.94708042,7.642,2023.2904
8,mutant_hpo,4.72,-5.19,47.94708042,7.642,2023.2904
8,mutant_hpo,11.6,-15,47.94708042,7.642,2023.2904
8,mutant_hpo,17.7,-11.3,47.94708042,7.642,2023.2904
8,mutant_hpo,27.7,-11.6,47.94708042,7.642,2023.2904
8,mutant_hpo,32.7,-9.79,47.94708042,7.642,2023.2904
8,mutant_hpo,33.4,-2.52,47.94708042,7.642,2023.2904
8,mutant_hpo,12.3,0.593,47.94708042,7.642,2023.2904
8,mutant_hpo,21.2,2.67,47.94708042,7.642,2023.2904
8,mutant_hpo,29.6,9.2,47.94708042,7.642,2023.2904
8,mutant_hpo,19.1,14.5,47.94708042,7.642,2023.2904
8,mutant_hpo,11.6,13.5,47.94708042,7.642,2023.2904
8,mutant_hpo,5.68,9.64,47.94708042,7.642,2023.2904
9,mutant_hpo,-6.55,14.1,58.800582,4.859,2165.7051
9,mutant_hpo,-3.16,8.92,58.800582,4.859,2165.7051
9,mutant_hpo,-14.8,13.2,58.800582,4.859,2165.7051
9,mutant_hpo,-24.3,11.2,58.800582,4.859,2165.7051
9,mutant_hpo,-33.4,10.4,58.800582,4.859,2165.7051
9,mutant_hpo,-31,0.178,58.800582,4.859,2165.7051
9,mutant_hpo,-31,-8.02,58.800582,4.859,2165.7051
9,mutant_hpo,-23.4,-12.2,58.800582,4.859,2165.7051
9,mutant_hpo,-18.2,-15.6,58.800582,4.859,2165.7051
9,mutant_hpo,-5.67,-17,58.800582,4.859,2165.7051
9,mutant_hpo,-12.7,-9.47,58.800582,4.859,2165.7051
9,mutant_hpo,-6.4,-2.87,58.800582,4.859,2165.7051
9,mutant_hpo,2.19,-9.96,58.800582,4.859,2165.7051
9,mutant_hpo,9.41,-16,58.800582,4.859,2165.7051
9,mutant_hpo,18.8,-11.5,58.800582,4.859,2165.7051
9,mutant_hpo,28.8,-11.7,58.800582,4.859,2165.7051
9,mutant_hpo,15,-2.69,58.800582,4.859,2165.7051
9,mutant_hpo,25.9,-0.863,58.800582,4.859,2165.7051
9,mutant_hpo,33.2,-0.807,58.800582,4.859,2165.7051
9,mutant_hpo,27.5,8.37,58.800582,4.859,2165.7051
9,mutant_hpo,19.9,8.62,58.800582,4.859,2165.7051
9,mutant_hpo,12.5,14.5,58.800582,4.859,2165.7051
9,mutant_hpo,8.71,7.4,58.800582,4.859,2165.7051
9,mutant_hpo,3.23,12.9,58.800582,4.859,2165.7051
10,mutant_hpo,-4.39,19.1,68.4472115,8.674,2763.4512
10,mutant_hpo,-7.13,9.34,68.4472115,8.674,2763.4512
10,mutant_hpo,-15.2,20.9,68.4472115,8.674,2763.4512
10,mutant_hpo,-30,16,68.4472115,8.674,2763.4512
10,mutant_hpo,-29.3,5.93,68.4472115,8.674,2763.4512
10,mutant_hpo,-32.7,0.223,68.4472115,8.674,2763.4512
10,mutant_hpo,-33.7,-10.1,68.4472115,8.674,2763.4512
10,mutant_hpo,-32.7,-18.7,68.4472115,8.674,2763.4512
10,mutant_hpo,-21,-19.8,68.4472115,8.674,2763.4512
10,mutant_hpo,-15.5,-22.6,68.4472115,8.674,2763.4512
10,mutant_hpo,-4.21,-22.1,68.4472115,8.674,2763.4512
10,mutant_hpo,-2.93,-13.7,68.4472115,8.674,2763.4512
10,mutant_hpo,-13,-8.73,68.4472115,8.674,2763.4512
10,mutant_hpo,12.1,-15.7,68.4472115,8.674,2763.4512
10,mutant_hpo,10.8,-22.2,68.4472115,8.674,2763.4512
10,mutant_hpo,24,-20.7,68.4472115,8.674,2763.4512
10,mutant_hpo,26.7,-10.9,68.4472115,8.674,2763.4512
10,mutant_hpo,35.7,-9,68.4472115,8.674,2763.4512
10,mutant_hpo,14.6,-4.57,68.4472115,8.674,2763.4512
10,mutant_hpo,4.94,3,68.4472115,8.674,2763.4512
10,mutant_hpo,38.6,3.04,68.4472115,8.674,2763.4512
10,mutant_hpo,33.1,9.8,68.4472115,8.674,2763.4512
10,mutant_hpo,21.6,7.03,68.4472115,8.674,2763.4512
10,mutant_hpo,27.6,14.9,68.4472115,8.674,2763.4512
10,mutant_hpo,20.5,15,68.4472115,8.674,2763.4512
10,mutant_hpo,9.33,19.9,68.4472115,8.674,2763.4512
11,mutant_hpo,1.13,15.3,55.23443167,1.943,1842.6933
11,mutant_hpo,1.61,7.58,55.23443167,1.943,1842.6933
11,mutant_hpo,-2.9,6.28,55.23443167,1.943,1842.6933
11,mutant_hpo,-6.82,16.7,55.23443167,1.943,1842.6933
