Group,Category,AverageSize,AverageDeviation,PlaneSize
7,mutant_sax,73.12360042,8.887,3516.2505
7,mutant_sax,73.12360042,8.887,3516.2505
7,mutant_sax,73.12360042,8.887,3516.2505
7,mutant_sax,73.12360042,8.887,3516.2505
7,mutant_sax,73.12360042,8.887,3516.2505
7,mutant_sax,73.12360042,8.887,3516.2505
7,mutant_sax,73.12360042,8.887,3516.2505
7,mutant_sax,73.12360042,8.887,3516.2505
7,mutant_sax,73.12360042,8.887,3516.2505
7,mutant_sax,73.12360042,8.887,3516.2505
7,mutant_sax,73.12360042,8.887,3516.2505
7,mutant_sax,73.12360042,8.887,3516.2505
7,mutant_sax,73.12360042,8.887,3516.2505
7,mutant_sax,73.12360042,8.887,3516.2505
7,mutant_sax,73.12360042,8.887,3516.2505
7,mutant_sax,73.12360042,8.887,3516.2505
8,mutant_sax,64.53105583,8.433,2945.7439
8,mutant_sax,64.53105583,8.433,2945.7439
8,mutant_sax,64.53105583,8.433,2945.7439
8,mutant_sax,64.53105583,8.433,2945.7439
8,mutant_sax,64.53105583,8.433,2945.7439
8,mutant_sax,64.53105583,8.433,2945.7439
8,mutant_sax,64.53105583,8.433,2945.7439
8,mutant_sax,64.53105583,8.433,2945.7439
8,mutant_sax,64.53105583,8.433,2945.7439
8,mutant_sax,64.53105583,8.433,2945.7439
8,mutant_sax,64.53105583,8.433,2945.7439
8,mutant_sax,64.53105583,8.433,2945.7439
8,mutant_sax,64.53105583,8.433,2945.7439
8,mutant_sax,64.53105583,8.433,2945.7439
8,mutant_sax,64.53105583,8.433,2945.7439
8,mutant_sax,64.53105583,8.433,2945.7439
8,mutant_sax,64.53105583,8.433,2945.7439
8,mutant_sax,64.53105583,8.433,2945.7439
8,mutant_sax,64.53105583,8.433,2945.7439
8,mutant_sax,64.53105583,8.433,2945.7439
8,mutant_sax,64.53105583,8.433,2945.7439
8,mutant_sax,64.53105583,8.433,2945.7439
8,mutant_sax,64.53105583,8.433,2945.7439
8,mutant_sax,64.53105583,8.433,2945.7439
8,mutant_sax,64.53105583,8.433,2945.7439
8,mutant_sax,64.53105583,8.433,2945.7439
8,mutant_sax,64.53105583,8.433,2945.7439
8,mutant_sax,64.53105583,8.433,2945.7439
8,mutant_sax,64.53105583,8.433,2945.7439
8,mutant_sax,64.53105583,8.433,2945.7439
9,mutant_sax,57.14762058,9.538,2730.387
9,mutant_sax,57.14762058,9.538,2730.387
9,mutant_sax,57.14762058,9.538,2730.387
9,mutant_sax,57.14762058,9.538,2730.387
9,mutant_sax,57.14762058,9.538,2730.387
9,mutant_sax,57.14762058,9.538,2730.387
9,mutant_sax,57.14762058,9.538,2730.387
9,mutant_sax,57.14762058,9.538,2730.387
9,mutant_sax,57.14762058,9.538,2730.387
9,mutant_sax,57.14762058,9.538,2730.387
9,mutant_sax,57.14762058,9.538,2730.387
9,mutant_sax,57.14762058,9.538,2730.387
9,mutant_sax,57.14762058,9.538,2730.387
9,mutant_sax,57.14762058,9.538,2730.387
9,mutant_sax,57.14762058,9.538,2730.387
9,mutant_sax,57.14762058,9.538,2730.387
9,mutant_sax,57.14762058,9.538,2730.387
9,mutant_sax,57.14762058,9.538,2730.387
9,mutant_sax,57.14762058,9.538,2730.387
9,mutant_sax,57.14762058,9.538,2730.387
9,mutant_sax,57.14762058,9.538,2730.387
9,mutant_sax,57.14762058,9.538,2730.387
9,mutant_sax,57.14762058,9.538,2730.387
9,mutant_sax,57.14762058,9.538,2730.387
9,mutant_sax,57.14762058,9.538,2730.387
9,mutant_sax,57.14762058,9.538,2730.387
9,mutant_sax,57.14762058,9.538,2730.387
9,mutant_sax,57.14762058,9.538,2730.387
9,mutant_sax,57.14762058,9.538,2730.387
9,mutant_sax,57.14762058,9.538,2730.387
9,mutant_sax,57.14762058,9.538,2730.387
9,mutant_sax,57.14762058,9.538,2730.387
9,mutant_sax,57.14762058,9.538,2730.387
11,mutant_sax,63.74343917,3.932,1745.0236
11,mutant_sax,63.74343917,3.932,1745.0236
11,mutant_sax,63.74343917,3.932,1745.0236
11,mutant_sax,63.74343917,3.932,1745.0236
11,mutant_sax,63.74343917,3.932,1745.0236
11,mutant_sax,63.74343917,3.932,1745.0236
11,mutant_sax,63.74343917,3.932,1745.0236
11,mutant_sax,63.74343917,3.932,1745.0236
11,mutant_sax,63.74343917,3.932,1745.0236
11,mutant_sax,63.74343917,3.932,1745.0236
11,mutant_sax,63.74343917,3.932,1745.0236
11,mutant_sax,63.74343917,3.932,1745.0236
11,mutant_sax,63.74343917,3.932,1745.0236
11,mutant_sax,63.74343917,3.932,1745.0236
11,mutant_sax,63.74343917,3.932,1745.0236
11,mutant_sax,63.74343917,3.932,1745.0236
11,mutant_sax,63.74343917,3.932,1745.0236
11,mutant_sax,63.74343917,3.932,1745.0236
11,mutant_sax,63.74343917,3.932,1745.0236
11,mutant_sax,63.74343917,3.932,1745.0236
11,mutant_sax,63.74343917,3.932,1745.0236
11,mutant_sax,63.74343917,3.932,1745.0236
11,mutant_sax,63.74343917,3.932,1745.0236
11,mutant_sax,63.74343917,3.932,1745.0236
11,mutant_sax,63.74343917,3.932,1745.0236
12,mutant_sax,83.2711515,17.785,2592.384
12,mutant_sax,83.2711515,17.785,2592.384
12,mutant_sax,83.2711515,17.785,2592.384
12,mutant_sax,83.2711515,17.785,2592.384
12,mutant_sax,83.2711515,17.785,2592.384
12,mutant_sax,83.2711515,17.785,2592.384
12,mutant_sax,83.2711515,17.785,2592.384
12,mutant_sax,83.2711515,17.785,2592.384
12,mutant_sax,83.2711515,17.785,2592.384
12,mutant_sax,83.2711515,17.785,2592.384
12,mutant_sax,83.2711515,17.785,2592.384
12,mutant_sax,83.2711515,17.785,2592.384
12,mutant_sax,83.2711515,17.785,2592.384
12,mutant_sax,83.2711515,17.785,2592.384
12,mutant_sax,83.2711515,17.785,2592.384
12,mutant_sax,83.2711515,17.785,2592.384
12,mutant_sax,83.2711515,17.785,2592.384
12,mutant_sax,83.2711515,17.785,2592.384
12,mutant_sax,83.2711515,17.785,2592.384
12,mutant_sax,83.2711515,17.785,2592.384
12,mutant_sax,83.2711515,17.785,2592.384
12,mutant_sax,83.2711515,17.785,2592.384
12,mutant_sax,83.2711515,17.785,2592.384
12,mutant_sax,83.2711515,17.785,2592.384
12,mutant_sax,83.2711515,17.785,2592.384
13,mutant_sax,60.85335583,17.351,2160.3985
13,mutant_sax,60.85335583,17.351,2160.3985
13,mutant_sax,60.85335583,17.351,2160.3985
13,mutant_sax,60.85335583,17.351,2160.3985
13,mutant_sax,60.85335583,17.351,2160.3985
13,mutant_sax,60.85335583,17.351,2160.3985
13,mutant_sax,60.85335583,17.351,2160.3985
13,mutant_sax,60.85335583,17.351,2160.3985
13,mutant_sax,60.85335583,17.351,2160.3985
13,mutant_sax,60.85335583,17.351,2160.3985
13,mutant_sax,60.85335583,17.351,2160.3985
13,mutant_sax,60.85335583,17.351,2160.3985
13,mutant_sax,60.85335583,17.351,2160.3985
13,mutant_sax,60.85335583,17.351,2160.3985
13,mutant_sax,60.85335583,17.351,2160.3985
13,mutant_sax,60.85335583,17.351,2160.3985
13,mutant_sax,60.85335583,17.351,2160.3985
13,mutant_sax,60.85335583,17.351,2160.3985
13,mutant_sax,60.85335583,17.351,2160.3985
13,mutant_sax,60.85335583,17.351,2160.3985
13,mutant_sax,60.85335583,17.351,2160.3985
13,mutant_sax,60.85335583,17.351,2160.3985
13,mutant_sax,60.85335583,17.351,2160.3985
13,mutant_sax,60.85335583,17.351,2160.3985
13,mutant_sax,60.85335583,17.351,2160.3985
13,mutant_sax,60.85335583,17.351,2160.3985
13,mutant_sax,60.85335583,17.351,2160.3985
13,mutant_sax,60.85335583,17.351,2160.3985
13,mutant_sax,60.85335583,17.351,2160.3985
14,mutant_sax,54.95877892,10.34,1885.3502
14,mutant_sax,54.95877892,10.34,1885.3502
14,mutant_sax,54.95877892,10.34,1885.3502
14,mutant_sax,54.95877892,10.34,1885.3502
14,mutant_sax,54.95877892,10.34,1885.3502
14,mutant_sax,54.95877892,10.34,1885.3502
14,mutant_sax,54.95877892,10.34,1885.3502
14,mutant_sax,54.95877892,10.34,1885.3502
14,mutant_sax,54.95877892,10.34,1885.3502
14,mutant_sax,54.95877892,10.34,1885.3502
14,mutant_sax,54.95877892,10.34,1885.3502
14,mutant_sax,54.95877892,10.34,1885.3502
14,mutant_sax,54.95877892,10.34,1885.3502
14,mutant_sax,54.95877892,10.34,1885.3502
14,mutant_sax,54.95877892,10.34,1885.3502
14,mutant_sax,54.95877892,10.34,1885.3502
14,mutant_sax,54.95877892,10.34,1885.3502
14,mutant_sax,54.95877892,10.34,1885.3502
14,mutant_sax,54.95877892,10.34,1885.3502
14,mutant_sax,54.95877892,10.34,1885.3502
14,mutant_sax,54.95877892,10.34,1885.3502
14,mutant_sax,54.95877892,10.34,1885.3502
14,mutant_sax,54.95877892,10.34,1885.3502
14,mutant_sax,54.95877892,10.34,1885.3502
14,mutant_sax,54.95877892,10.34,1885.3502
14,mutant_sax,54.95877892,10.34,1885.3502
14,mutant_sax,54.95877892,10.34,1885.3502
14,mutant_sax,54.95877892,10.34,1885.3502
19,mutant_sax,48.84378592,7.34,1796.9278
19,mutant_sax,48.84378592,7.34,1796.9278
19,mutant_sax,48.84378592,7.34,1796.9278
19,mutant_sax,48.84378592,7.34,1796.9278
19,mutant_sax,48.84378592,7.34,1796.9278
19,mutant_sax,48.84378592,7.34,1796.9278
19,mutant_sax,48.84378592,7.34,1796.9278
19,mutant_sax,48.84378592,7.34,1796.9278
19,mutant_sax,48.84378592,7.34,1796.9278
19,mutant_sax,48.84378592,7.34,1796.9278
19,mutant_sax,48.84378592,7.34,1796.9278
19,mutant_sax,48.84378592,7.34,1796.9278
19,mutant_sax,48.84378592,7.34,1796.9278
19,mutant_sax,48.84378592,7.34,1796.9278
19,mutant_sax,48.84378592,7.34,1796.9278
19,mutant_sax,48.84378592,7.34,1796.9278
19,mutant_sax,48.84378592,7.34,1796.9278
19,mutant_sax,48.84378592,7.34,1796.9278
19,mutant_sax,48.84378592,7.34,1796.9278
19,mutant_sax,48.84378592,7.34,1796.9278
19,mutant_sax,48.84378592,7.34,1796.9278
19,mutant_sax,48.84378592,7.34,1796.9278
19,mutant_sax,48.84378592,7.34,1796.9278
19,mutant_sax,48.84378592,7.34,1796.9278
19,mutant_sax,48.84378592,7.34,1796.9278
19,mutant_sax,48.84378592,7.34,1796.9278
19,mutant_sax,48.84378592,7.34,1796.9278
19,mutant_sax,48.84378592,7.34,1796.9278
19,mutant_sax,48.84378592,7.34,1796.9278
19,mutant_sax,48.84378592,7.34,1796.9278
20,mutant_sax,81.11811892,6.838,2374.24035
20,mutant_sax,81.11811892,6.838,2374.24035
20,mutant_sax,81.11811892,6.838,2374.24035
20,mutant_sax,81.11811892,6.838,2374.24035
20,mutant_sax,81.11811892,6.838,2374.24035
20,mutant_sax,81.11811892,6.838,2374.24035
20,mutant_sax,81.11811892,6.838,2374.24035
20,mutant_sax,81.11811892,6.838,2374.24035
20,mutant_sax,81.11811892,6.838,2374.24035
20,mutant_sax,81.11811892,6.838,2374.24035
20,mutant_sax,81.11811892,6.838,2374.24035
20,mutant_sax,81.11811892,6.838,2374.24035
20,mutant_sax,81.11811892,6.838,2374.24035
20,mutant_sax,81.11811892,6.838,2374.24035
20,mutant_sax,81.11811892,6.838,2374.24035
20,mutant_sax,81.11811892,6.838,2374.24035
20,mutant_sax,81.11811892,6.838,2374.24035
20,mutant_sax,81.11811892,6.838,2374.24035
20,mutant_sax,81.11811892,6.838,2374.24035
20,mutant_sax,81.11811892,6.838,2374.24035
20,mutant_sax,81.11811892,6.838,2374.24035
20,mutant_sax,81.11811892,6.838,2374.24035
20,mutant_sax,81.11811892,6.838,2374.24035
21,mutant_sax,79.398354,8.522,2484.054
21,mutant_sax,79.398354,8.522,2484.054
21,mutant_sax,79.398354,8.522,2484.054
21,mutant_sax,79.398354,8.522,2484.054
21,mutant_sax,79.398354,8.522,2484.054
21,mutant_sax,79.398354,8.522,2484.054
21,mutant_sax,79.398354,8.522,2484.054
21,mutant_sax,79.398354,8.522,2484.054
21,mutant_sax,79.398354,8.522,2484.054
21,mutant_sax,79.398354,8.522,2484.054
21,mutant_sax,79.398354,8.522,2484.054
21,mutant_sax,79.398354,8.522,2484.054
21,mutant_sax,79.398354,8.522,2484.054
21,mutant_sax,79.398354,8.522,2484.054
21,mutant_sax,79.398354,8.522,2484.054
21,mutant_sax,79.398354,8.522,2484.054
21,mutant_sax,79.398354,8.522,2484.054
21,mutant_sax,79.398354,8.522,2484.054
21,mutant_sax,79.398354,8.522,2484.054
21,mutant_sax,79.398354,8.522,2484.054
21,mutant_sax,79.398354,8.522,2484.054
21,mutant_sax,79.398354,8.522,2484.054
21,mutant_sax,79.398354,8.522,2484.054
21,mutant_sax,79.398354,8.522,2484.054
21,mutant_sax,79.398354,8.522,2484.054
21,mutant_sax,79.398354,8.522,2484.054
21,mutant_sax,79.398354,8.522,2484.054
22,mutant_sax,93.02302333,10.314,3260.0265
22,mutant_sax,93.02302333,10.314,3260.0265
22,mutant_sax,93.02302333,10.314,3260.0265
22,mutant_sax,93.02302333,10.314,3260.0265
22,mutant_sax,93.02302333,10.314,3260.0265
22,mutant_sax,93.02302333,10.314,3260.0265
22,mutant_sax,93.02302333,10.314,3260.0265
22,mutant_sax,93.02302333,10.314,3260.0265
22,mutant_sax,93.02302333,10.314,3260.0265
22,mutant_sax,93.02302333,10.314,3260.0265
22,mutant_sax,93.02302333,10.314,3260.0265
22,mutant_sax,93.02302333,10.314,3260.0265
22,mutant_sax,93.02302333,10.314,3260.0265
22,mutant_sax,93.02302333,10.314,3260.0265
22,mutant_sax,93.02302333,10.314,3260.0265
22,mutant_sax,93.02302333,10.314,3260.0265
22,mutant_sax,93.02302333,10.314,3260.0265
22,mutant_sax,93.02302333,10.314,3260.0265
22,mutant_sax,93.02302333,10.314,3260.0265
22,mutant_sax,93.02302333,10.314,3260.0265
22,mutant_sax,93.02302333,10.314,3260.0265
22,mutant_sax,93.02302333,10.314,3260.0265
22,mutant_sax,93.02302333,10.314,3260.0265
22,mutant_sax,93.02302333,10.314,3260.0265
22,mutant_sax,93.02302333,10.314,3260.0265
22,mutant_sax,93.02302333,10.314,3260.0265
22,mutant_sax,93.02302333,10.314,3260.0265
22,mutant_sax,93.02302333,10.314,3260.0265
22,mutant_sax,93.02302333,10.314,3260.0265
23,mutant_sax,100.5998433,9.839,3795.51425
23,mutant_sax,100.5998433,9.839,3795.51425
23,mutant_sax,100.5998433,9.839,3795.51425
23,mutant_sax,100.5998433,9.839,3795.51425
23,mutant_sax,100.5998433,9.839,3795.51425
23,mutant_sax,100.5998433,9.839,3795.51425
23,mutant_sax,100.5998433,9.839,3795.51425
23,mutant_sax,100.5998433,9.839,3795.51425
23,mutant_sax,100.5998433,9.839,3795.51425
23,mutant_sax,100.5998433,9.839,3795.51425
23,mutant_sax,100.5998433,9.839,3795.51425
23,mutant_sax,100.5998433,9.839,3795.51425
23,mutant_sax,100.5998433,9.839,3795.51425
23,mutant_sax,100.5998433,9.839,3795.51425
23,mutant_sax,100.5998433,9.839,3795.51425
23,mutant_sax,100.5998433,9.839,3795.51425
23,mutant_sax,100.5998433,9.839,3795.51425
23,mutant_sax,100.5998433,9.839,3795.51425
23,mutant_sax,100.5998433,9.839,3795.51425
23,mutant_sax,100.5998433,9.839,3795.51425
23,mutant_sax,100.5998433,9.839,3795.51425
23,mutant_sax,100.5998433,9.839,3795.51425
23,mutant_sax,100.5998433,9.839,3795.51425
23,mutant_sax,100.5998433,9.839,3795.51425
23,mutant_sax,100.5998433,9.839,3795.51425
23,mutant_sax,100.5998433,9.839,3795.51425
23,mutant_sax,100.5998433,9.839,3795.51425
24,mutant_sax,90.45078767,15.644,2572.131
24,mutant_sax,90.45078767,15.644,2572.131
24,mutant_sax,90.45078767,15.644,2572.131
24,mutant_sax,90.45078767,15.644,2572.131
24,mutant_sax,90.45078767,15.644,2572.131
24,mutant_sax,90.45078767,15.644,2572.131
24,mutant_sax,90.45078767,15.644,2572.131
24,mutant_sax,90.45078767,15.644,2572.131
24,mutant_sax,90.45078767,15.644,2572.131
24,mutant_sax,90.45078767,15.644,2572.131
24,mutant_sax,90.45078767,15.644,2572.131
24,mutant_sax,90.45078767,15.644,2572.131
24,mutant_sax,90.45078767,15.644,2572.131
24,mutant_sax,90.45078767,15.644,2572.131
24,mutant_sax,90.45078767,15.644,2572.131
24,mutant_sax,90.45078767,15.644,2572.131
24,mutant_sax,90.45078767,15.644,2572.131
24,mutant_sax,90.45078767,15.644,2572.131
24,mutant_sax,90.45078767,15.644,2572.131
24,mutant_sax,90.45078767,15.644,2572.131
24,mutant_sax,90.45078767,15.644,2572.131
24,mutant_sax,90.45078767,15.644,2572.131
24,mutant_sax,90.45078767,15.644,2572.131
24,mutant_sax,90.45078767,15.644,2572.131
24,mutant_sax,90.45078767,15.644,2572.131
28,mutant_sax,60.70437708,10.378,2189.5848
28,mutant_sax,60.70437708,10.378,2189.5848
28,mutant_sax,60.70437708,10.378,2189.5848
28,mutant_sax,60.70437708,10.378,2189.5848
28,mutant_sax,60.70437708,10.378,2189.5848
28,mutant_sax,60.70437708,10.378,2189.5848
28,mutant_sax,60.70437708,10.378,2189.5848
28,mutant_sax,60.70437708,10.378,2189.5848
28,mutant_sax,60.70437708,10.378,2189.5848
28,mutant_sax,60.70437708,10.378,2189.5848
28,mutant_sax,60.70437708,10.378,2189.5848
28,mutant_sax,60.70437708,10.378,2189.5848
28,mutant_sax,60.70437708,10.378,2189.5848
28,mutant_sax,60.70437708,10.378,2189.5848
28,mutant_sax,60.70437708,10.378,2189.5848
28,mutant_sax,60.70437708,10.378,2189.5848
28,mutant_sax,60.70437708,10.378,2189.5848
28,mutant_sax,60.70437708,10.378,2189.5848
28,mutant_sax,60.70437708,10.378,2189.5848
28,mutant_sax,60.70437708,10.378,2189.5848
28,mutant_sax,60.70437708,10.378,2189.5848
28,mutant_sax,60.70437708,10.378,2189.5848
28,mutant_sax,60.70437708,10.378,2189.5848
28,mutant_sax,60.70437708,10.378,2189.5848
28,mutant_sax,60.70437708,10.378,2189.5848
28,mutant_sax,60.70437708,10.378,2189.5848
28,mutant_sax,60.70437708,10.378,2189.5848
28,mutant_sax,60.70437708,10.378,2189.5848
28,mutant_sax,60.70437708,10.378,2189.5848
28,mutant_sax,60.70437708,10.378,2189.5848
28,mutant_sax,60.70437708,10.378,2189.5848
30,mutant_sax,69.39316267,5.905,2474.70465
30,mutant_sax,69.39316267,5.905,2474.70465
30,mutant_sax,69.39316267,5.905,2474.70465
30,mutant_sax,69.39316267,5.905,2474.70465
30,mutant_sax,69.39316267,5.905,2474.70465
30,mutant_sax,69.39316267,5.905,2474.70465
30,mutant_sax,69.39316267,5.905,2474.70465
30,mutant_sax,69.39316267,5.905,2474.70465
30,mutant_sax,69.39316267,5.905,2474.70465
30,mutant_sax,69.39316267,5.905,2474.70465
30,mutant_sax,69.39316267,5.905,2474.70465
30,mutant_sax,69.39316267,5.905,2474.70465
30,mutant_sax,69.39316267,5.905,2474.70465
30,mutant_sax,69.39316267,5.905,2474.70465
30,mutant_sax,69.39316267,5.905,2474.70465
30,mutant_sax,69.39316267,5.905,2474.70465
30,mutant_sax,69.39316267,5.905,2474.70465
30,mutant_sax,69.39316267,5.905,2474.70465
30,mutant_sax,69.39316267,5.905,2474.70465
30,mutant_sax,69.39316267,5.905,2474.70465
30,mutant_sax,69.39316267,5.905,2474.70465
30,mutant_sax,69.39316267,5.905,2474.70465
30,mutant_sax,69.39316267,5.905,2474.70465
30,mutant_sax,69.39316267,5.905,2474.70465
30,mutant_sax,69.39316267,5.905,2474.70465
30,mutant_sax,69.39316267,5.905,2474.70465
30,mutant_sax,69.39316267,5.905,2474.70465
30,mutant_sax,69.39316267,5.905,2474.70465
30,mutant_sax,69.39316267,5.905,2474.70465
30,mutant_sax,69.39316267,5.905,2474.70465
30,mutant_sax,69.39316267,5.905,2474.70465
30,mutant_sax,69.39316267,5.905,2474.70465
1,mutant_mycOE,78.79480675,15.56,3307.7702
1,mutant_mycOE,78.79480675,15.56,3307.7702
1,mutant_mycOE,78.79480675,15.56,3307.7702
1,mutant_mycOE,78.79480675,15.56,3307.7702
1,mutant_mycOE,78.79480675,15.56,3307.7702
1,mutant_mycOE,78.79480675,15.56,3307.7702
1,mutant_mycOE,78.79480675,15.56,3307.7702
1,mutant_mycOE,78.79480675,15.56,3307.7702
1,mutant_mycOE,78.79480675,15.56,3307.7702
1,mutant_mycOE,78.79480675,15.56,3307.7702
1,mutant_mycOE,78.79480675,15.56,3307.7702
1,mutant_mycOE,78.79480675,15.56,3307.7702
1,mutant_mycOE,78.79480675,15.56,3307.7702
1,mutant_mycOE,78.79480675,15.56,3307.7702
1,mutant_mycOE,78.79480675,15.56,3307.7702
1,mutant_mycOE,78.79480675,15.56,3307.7702
1,mutant_mycOE,78.79480675,15.56,3307.7702
1,mutant_mycOE,78.79480675,15.56,3307.7702
1,mutant_mycOE,78.79480675,15.56,3307.7702
1,mutant_mycOE,78.79480675,15.56,3307.7702
1,mutant_mycOE,78.79480675,15.56,3307.7702
1,mutant_mycOE,78.79480675,15.56,3307.7702
1,mutant_mycOE,78.79480675,15.56,3307.7702
1,mutant_mycOE,78.79480675,15.56,3307.7702
2,mutant_mycOE,86.388622,13.98,2938.1608
2,mutant_mycOE,86.388622,13.98,2938.1608
2,mutant_mycOE,86.388622,13.98,2938.1608
2,mutant_mycOE,86.388622,13.98,2938.1608
2,mutant_mycOE,86.388622,13.98,2938.1608
2,mutant_mycOE,86.388622,13.98,2938.1608
2,mutant_mycOE,86.388622,13.98,2938.1608
2,mutant_mycOE,86.388622,13.98,2938.1608
2,mutant_mycOE,86.388622,13.98,2938.1608
2,mutant_mycOE,86.388622,13.98,2938.1608
2,mutant_mycOE,86.388622,13.98,2938.1608
2,mutant_mycOE,86.388622,13.98,2938.1608
2,mutant_mycOE,86.388622,13.98,2938.1608
2,mutant_mycOE,86.388622,13.98,2938.1608
2,mutant_mycOE,86.388622,13.98,2938.1608
2,mutant_mycOE,86.388622,13.98,2938.1608
